shelter_name,address,latitude,longitude,is_indoor,capacity,nearest_aqi_station,nearest_aqi_value,distance_to_station_km,risk_level,risk_reason,analysis_time
臺南市仁德區臺南都會公園管理中心,文華路二段62號,22.9437,120.2211,True,2060,台南,41,6.28,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市仁德區後壁里老人文康活動中心,德南路68號,22.9475,120.2532,True,1460,台南,41,6.42,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
月美社區活動中心,桐竹路241號,22.948034,120.528674,True,20,台南,41,31.43,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市龍崎區龍船里里民活動中心,2鄰苦苓湖10號,22.952,120.4213,True,50,台南,41,20.6,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
瑞源社區活動中心,10鄰佑民路7號,22.955,121.1562,True,30,台東,25,21.87,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
瑞隆社區活動中心,10鄰佑民路7號,22.955,121.1562,True,30,台東,25,21.87,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永富社區活動中心景義國小,萊坑8號,22.956,120.4942,True,120,台南,41,27.8,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市內門區內門國民小學,內埔24號,22.956009,120.470326,True,100,台南,41,25.39,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
瑞源國小,文化路67號,22.9578,121.1554,True,10,台東,25,22.18,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市杉林區月美國民小學,清水路象寮巷39號,22.958186,120.535203,True,595,台南,41,31.9,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市關廟區五甲國小,和平路246號,22.9583,120.3343,True,800,台南,41,11.93,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市關廟社區活動中心,文化街85號,22.9589,120.3242,True,180,台南,41,10.95,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大林社區活動中心備用,自強巷17號,22.9591,120.5147,True,30,台南,41,29.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市關廟區關廟國中,中山路二段172號,22.9608,120.3247,True,0,台南,41,10.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區區公所,明興路2號,22.9609,120.1884,True,983,台南,41,5.86,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區龍崗國小,鯤鯓路147號,22.9614,120.1696,False,667,台南,41,7.26,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區大智里活動中心,德東街90號,22.9615,120.2303,True,650,台南,41,4.28,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區紅瓦厝國小,信義南路100號,22.9617,120.2987,True,800,台南,41,8.49,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
尚德國小村辦公室,前寮43號,22.9627,121.2407,True,260,台東,25,24.45,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區永華國小,中華西路一段2巷17號,22.9631,120.1886,True,4154,台南,41,5.67,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市關廟區關廟國小,文衡路121號,22.9637,120.3261,True,1150,台南,41,10.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市杉林區大愛民族國民小學,和氣街15號,22.963823,120.538829,True,200,台南,41,32.18,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區歸南國小,民權南路171號,22.9642,120.2883,True,710,台南,41,7.43,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市龍崎區民活動中心,新市子38號,22.9642,120.3595,True,140,台南,41,14.14,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市立龍崎國民小學,新市子41號,22.964425,120.35906,False,200,台南,41,14.09,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區明興社區活動中心,德興路88號,22.9651,120.1923,True,556,台南,41,5.25,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市龍崎區老人文康活中心,新市子201號,22.9651,120.3603,True,65,台南,41,14.19,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
大愛活動中心,大愛路47號,22.966082,120.545574,True,100,台南,41,32.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
月眉社區活動中心,清水路朝雲巷10號,22.96649744,120.5354386,True,20,台南,41,31.8,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區公所,中山路二段2號,22.9669,120.294,True,200,台南,41,7.79,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區開南里活動中心,新建路48號,22.967,120.1856,True,428,台南,41,5.59,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市仁德區仁義里運動公園育樂中心,仁義路130號,22.9675,120.2585,True,3260,台南,41,4.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
上平社區活動中心,山仙路152巷14號,22.96796903,120.557561,True,20,台南,41,34.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市龍崎區龍崎國民中學,新市子258號,22.9683,120.3608,True,80,台南,41,14.15,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市立杉林國民中學,清水路中學巷6號,22.968577,120.540834,True,375,台南,41,32.32,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
東河鄉公所2樓大會議室,11鄰南東河311號,22.969096,121.302729,True,50,台東,25,28.02,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區歸仁國中,文化街二段2號,22.9696,120.2939,True,1130,台南,41,7.64,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區白雪社區活動中心,鹽埕路157號,22.9697,120.1888,True,406,台南,41,5.15,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區歸仁國小,文化街一段100號,22.9698,120.2966,True,865,台南,41,7.88,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
武陵村活動中心,臺東縣延平鄉武陵村1鄰15號,22.969833,121.117842,True,30,台東,25,23.79,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區文化國小,文化街二段136號,22.9708,120.2891,True,860,台南,41,7.14,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區歸仁里活動中心,忠孝北路221號,22.9708,120.2984,True,200,台南,41,8.0,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區大忠大林社區活動中心,大同路二段482巷133弄15號,22.9726,120.2125,True,316,台南,41,3.37,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市仁德區公所,中正路三段5號,22.973,120.2517,True,570,台南,41,3.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
瑞源國中,瑞景路三段1號,22.9742,121.1567,True,40,台東,25,24.01,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區府南里活動中心,永成路三段529號,22.9744,120.1953,True,531,台南,41,4.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市內門區木柵國民小學,木柵3號,22.975346,120.467861,True,300,台南,41,24.82,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區崇德里活動中心,崇德七街30巷2號,22.9757,120.2281,True,800,台南,41,2.69,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區田寮社區活動中心,夏林路379號,22.9765,120.1955,True,592,台南,41,4.14,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市杉林區上平國民小學,山仙路212號,22.976853,120.544072,True,327,台南,41,32.57,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區和平里活動中心,文化路100號,22.977,120.2326,True,1450,台南,41,2.61,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區國宅社區活動中心,金華路二段33巷81號,22.9771,120.1879,True,602,台南,41,4.73,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市關廟區新光國小,新光街76號,22.9772,120.3595,True,145,台南,41,13.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區漁光里活動中心,漁光路89巷39號之2,22.977225,120.159968,True,217,台南,41,7.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
日光小林社區活動中心,日光三街25號,22.977268,120.556689,True,200,台南,41,33.85,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
永吉社區活動中心,新生5號,22.9774,120.498,True,50,台南,41,27.86,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區新興國中,新孝路87號,22.9778,120.1876,True,5448,台南,41,4.71,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
木柵社區活動中心,木柵30-1號,22.978,120.4677,True,50,台南,41,24.77,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區體育公園,體育路10號,22.9785,120.2068,False,11891,台南,41,3.15,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新豐社區活動中心,4鄰新和路五段281巷1號,22.9789,121.1315,True,30,台東,25,24.63,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
瑞豐國小,中山路67號,22.9791,121.1369,True,60,台東,25,24.61,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區大成國中,西門路一段306號,22.9796,120.198,True,4741,台南,41,3.72,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區崇學國民小學操場,崇學路98號,22.9796,120.2234,False,1000,台南,41,2.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區復興里活動中心,裕忠路456號,22.9803,120.2416,True,230,台南,41,2.65,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區區公所,臺南市崇學路100號,22.980519,120.224015,True,70,台南,41,2.18,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區德光里活動中心,崇德路111號,22.9806,120.2188,True,1400,台南,41,2.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市南區台南高商,健康路一段327號,22.9811,120.202,True,5532,台南,41,3.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區虎尾里活動中心,富農街一段188巷10弄7號,22.9815,120.2353,True,400,台南,41,2.22,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區裕聖里活動中心,裕文路286號,22.9817,120.2464,True,250,台南,41,2.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市仁德區太子里活動中心,土庫路2號,22.9823,120.255,True,480,台南,41,3.48,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區裕文國民小學,裕文路301號,22.982499,120.245741,True,1700,台南,41,2.73,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區復興國民小學風雨球場,裕文路60號,22.9826,120.2387,True,1000,台南,41,2.27,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區五妃社區活動中心,南門路237巷10號,22.983,120.2049,True,100,台南,41,2.93,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區龍山社區活動中心,林森路一段311號,22.9836,120.2193,True,750,台南,41,1.97,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區自強里活動中心,富農街一段225號,22.984,120.2352,True,200,台南,41,1.96,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區仙草里活動中心,府緯街4巷6號,22.9844,120.1995,True,200,台南,41,3.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區富裕里活動中心,東門路二段365巷35號,22.9847,120.2276,True,400,台南,41,1.69,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區中山國中,南寧街45號,22.9848,120.2033,True,1300,台南,41,2.94,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區富強里活動中心,裕農路446巷88號,22.986,120.2317,True,450,台南,41,1.62,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區億載里活動中心,光州一街29號,22.986221,120.161834,True,262,台南,41,6.83,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區關聖社區活動中心,裕孝路118號,22.9865,120.2434,True,1000,台南,41,2.25,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區文平里活動中心,中華西路二段1巷1號,22.986772,120.185499,True,151,台南,41,4.48,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區育平里活動中心,府平路376號,22.987404,120.167087,True,273,台南,41,6.28,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區衛國里活動中心,衛國街114巷28號,22.9879,120.2254,True,400,台南,41,1.34,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新和社區舊圖書室,司馬路52號,22.98792,120.563198,True,30,台南,41,34.45,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
瑞豐社區活動中心,10鄰景新路60巷2號,22.988,121.1398,True,30,台東,25,25.58,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市杉林區新庄國民小學,司馬路45巷5號,22.989102,120.559681,True,260,台南,41,34.08,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區郡西里活動中心,郡西路35號2樓,22.989445,120.194075,True,320,台南,41,3.56,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區國平里活動中心,建平七街409號,22.98948,120.176458,True,102,台南,41,5.29,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區後甲南聖里聯合社區活動中心,裕農路878號,22.9895,120.2427,True,650,台南,41,1.99,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區忠義國小,忠義路二段2號,22.989572,120.20315,True,1300,台南,41,2.69,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區崇誨里活動中心,林森路二段192巷15號,22.9898,120.2247,True,200,台南,41,1.15,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區億載國小-操場,郡平路310號,22.990008,120.163155,False,1458,台南,41,6.62,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區永福小西三民里活動中心,府前路一段258號,22.9901,120.2008,True,240,台南,41,2.89,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區萬昌公正里活動中心,青年路226巷20號,22.991183,120.21101,True,200,台南,41,1.89,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區中頭社區活動中心,保安路201之1號1樓,22.9912,120.1913,True,100,台南,41,3.77,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區民生社區活動中心,保安路201之1號2樓,22.9912,120.1913,True,150,台南,41,3.77,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市歸仁區保西國小,中正北路三段60號,22.9919,120.2936,True,730,台南,41,6.89,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
東寧運動公園,東寧路與林森路二段路口,22.992061,120.224271,False,7700,台南,41,0.91,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市東區大學東寧聯合社區活動中心,林森路二段252號,22.9921,120.2243,True,900,台南,41,0.91,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區青年銀同里活動中心,開山路1號,22.9922,120.2057,True,100,台南,41,2.33,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區建國里活動中心,永福路二段81巷1號,22.9928,120.2006,True,500,台南,41,2.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市立六龜高級中學,光復路212號,22.99318,120.635085,True,1625,台南,41,41.79,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市內門區溝坪國民小學,廣福47號,22.993331,120.501231,True,200,台南,41,28.09,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市關廟區保東國小,關新路一段776號,22.9934,120.3175,True,30,台南,41,9.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區大涼社區活動中心,府前路二段258巷55號,22.9936,120.1908,True,130,台南,41,3.76,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市六龜區龍興國民小學,中庄193號,22.993875,120.644983,True,60,台南,41,42.8,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區安平國小-風雨球場,怡平路392號,22.993942,120.176439,True,510,台南,41,5.21,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
小馬活動中心 Siao-Ma Community Center,"小馬路44號No.44, Siaoma Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",22.99397,121.314613,True,20,台東,25,31.01,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區中正里活動中心,國華街三段5號2樓、3樓,22.9945,120.1972,True,200,台南,41,3.1,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區公所,育平路316號,22.994806,120.168802,True,198,台南,41,5.97,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區台南聖教會,府前四街90號,22.995143,120.185097,True,66,台南,41,4.31,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區建平里活動中心,府前三街27號,22.99525,120.185584,True,152,台南,41,4.26,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區華平里活動中心,育平九街195號,22.995282,120.171965,True,235,台南,41,5.65,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
六龜綜合社會福利服務中心,光復路102號,22.9955,120.6349,True,120,台南,41,41.76,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
白水泉社區活動中心,茄苳巷26號,22.9967,120.5784,True,50,台南,41,35.98,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區沙灘忠誠社區聯合活動中心,世平路69號,22.997064,120.148967,True,376,台南,41,7.98,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區民權里活動中心,民權路三段135號,22.9971,120.1962,True,75,台南,41,3.16,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區平通里活動中心,平通路580巷102號,22.99731,120.170604,True,92,台南,41,5.77,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區安平國中-安平館,慶平路687號,22.997889,120.168263,True,308,台南,41,6.01,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
泰源活動中心村辦公處,8鄰225號,22.997948,121.286015,True,80,台東,25,29.94,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區天后里活動中心,新美街167號,22.998046,120.201382,True,80,台南,41,2.62,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市杉林區杉林國民小學,合森巷41號,22.998095,120.548069,True,480,台南,41,32.87,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區龍盛社區活動中心,民權路三段232號,22.9982,120.1938,True,350,台南,41,3.39,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區天橋教會,怡平路140巷29號,22.99822,120.16822,True,99,台南,41,6.01,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
泰源國小,本部落11鄰297號,22.998414,121.285041,True,310,台東,25,29.94,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區協進國小,金華路四段17號,22.9987,120.1875,True,900,台南,41,4.04,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區復興里活動中心,復興路356巷13號,22.9988,120.2415,True,44,台南,41,1.5,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區成功國小,成功路 235 號,22.998887,120.20317,True,1200,台南,41,2.43,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
六龜社區活動中心,華北街60-1號,22.9991,120.6301,True,100,台南,41,41.27,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
新和社區活動中心,司馬路384巷5號,22.999381,120.574128,True,30,台南,41,35.54,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區平安里活動中心,民權路四段325號,22.999443,120.17692,True,237,台南,41,5.12,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
原加拿托兒所,1鄰加南1號,22.999481,121.130244,True,50,台東,25,26.92,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區區公所,成功路238巷7號,22.9997,120.2029,True,50,台南,41,2.46,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區石門國小-操場,安平路700號,22.999878,120.166309,False,1001,台南,41,6.2,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區東興社區活動中心,小東路401巷51號之1,22.99999,120.232393,True,45,台南,41,0.56,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
寶山國小,彰南路二段36號,23.0,120.0,True,100,台南,41,23.22,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
同安國小,大彰路二段100巷36號,23.0,120.0,True,100,台南,41,23.22,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區公園里活動中心,公園南路39號,23.0002,120.2116,True,45,台南,41,1.57,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市龍崎區石[石曹]里里民活動中心,4鄰刺子崙13之3號,23.0002,120.3974,True,30,台南,41,17.45,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區公園國小,公園路180號,23.0003,120.2091,True,1400,台南,41,1.82,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區觀音亭,觀音街33號,23.000378,120.162984,True,63,台南,41,6.54,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
杉林社區活動中心,合森巷109號,23.00041918,120.552286,True,30,台南,41,33.31,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
中興社區活動中心,中庄194號,23.0008,120.6448,True,100,台南,41,42.77,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區開台天后宮,國勝路33號,23.000908,120.160689,True,198,台南,41,6.78,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區立人國小,西門路三段41號,23.0014,120.2021,True,1400,台南,41,2.54,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區中華里活動中心,忠勇街51號,23.0015,120.2381,True,325,台南,41,1.16,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區西湖社區活動中心,湖美街60巷31號,23.0016,120.1808,True,260,台南,41,4.72,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區勝利里活動中心,勝利街37巷39號,23.0021,120.2294,True,172,台南,41,0.35,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區安民社區活動中心,海安路三段59號,23.0022,120.1992,True,80,台南,41,2.85,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區西門國小-多功能教室及普通教室,安北路180號,23.002924,120.159508,True,694,台南,41,6.91,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區永康公園,興國街100號,23.003,120.2427,False,15500,台南,41,1.65,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市中西區光賢里活動中心,和善街98巷7號,23.003161,120.189831,True,120,台南,41,3.81,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區裕民社區活動中心,臨安路二段93號,23.0032,120.1973,True,80,台南,41,3.05,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
金竹社區活動中心,吉民53號,23.0033,120.5074,True,120,台南,41,28.71,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區重興社區活動中心,東豐路451巷169號,23.0036,120.2266,True,74,台南,41,0.41,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區和順里活動中心,公園南路406號,23.0037,120.2012,True,300,台南,41,2.66,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安平區海頭社區活動中心,古堡街90巷33號,23.004411,120.160277,True,99,台南,41,6.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區崑山里活動中心,崑山街222巷11號,23.0048,120.2602,True,187,台南,41,3.45,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區東灣里活動中心,民族路291號,23.0051,120.2694,True,142,台南,41,4.39,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
興龍社區活動中心,土龍74號,23.0051,120.6482,True,50,台南,41,43.13,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區民德國中,西門路三段223號,23.0054,120.2052,True,700,台南,41,2.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區文賢國中,文賢一路2號,23.0057,120.1962,True,3100,台南,41,3.21,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區復國里活動中心,復國二路46號,23.006,120.2474,True,447,台南,41,2.21,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
關山鎮電光國民小學,中興93號,23.0061,121.1737,True,200,台東,25,27.64,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區中興里活動中心,中興街40號,23.0063,120.2402,True,96,台南,41,1.54,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市左鎮區岡林國小,31號,23.0074,120.4153,True,150,台南,41,19.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區賢北國小,大興街599號,23.0076,120.1792,True,1320,台南,41,4.96,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區國姓社區活動中心,公園路433巷15號1樓,23.0078,120.209,True,30,台南,41,2.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區賢北里活動中心,賢北街108號,23.0086,120.1833,True,60,台南,41,4.57,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區大仁社區活動中心,和緯路一段1號,23.009,120.2165,True,60,台南,41,1.47,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市新化區大坑里活動中心,大坑尾182號,23.009,120.3849,True,80,台南,41,16.2,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區六合里活動中心,中華二路358巷43號,23.0091,120.2303,True,203,台南,41,1.08,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市內門區金竹國民小學,吉民28號,23.009137,120.514514,True,20,台南,41,29.46,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
電光活動中心,3鄰中興85號,23.0093,121.1652,True,50,台東,25,27.94,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區延平國中,公園路750號,23.0095,120.2107,True,3376,台南,41,1.97,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區體一運動公園,中正北路底豐化橋南端,23.0095,120.2405,False,21333,台南,41,1.75,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區文元文成里聯合活動中心,和緯路三段370號,23.0099,120.1942,True,30,台南,41,3.53,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區西灣里活動中心,永華街201巷12號,23.0102,120.259,True,134,台南,41,3.48,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區北灣里活動中心,文賢街332號,23.0119,120.2673,True,51,台南,41,4.34,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
關山鎮月眉國民小學,盛豐路1號,23.0126,121.1425,True,40,台東,25,28.3,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區實踐社區活動中心,大武街161號,23.0134,120.2158,True,35,台南,41,1.88,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區開元國小,開元路71巷32號,23.0138,120.2219,True,2851,台南,41,1.63,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市安南區海南里活動中心,府安路七段1巷2號,23.0142,120.1822,True,45,台南,41,4.84,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市北區昇平社區活動中心,長榮路五段452巷18號,23.0142,120.2146,True,68,台南,41,2.03,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
臺南市永康區安康里活動中心,中華西街122巷62號,23.0151,120.2281,True,52,台南,41,1.69,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
